ticker,company,fiscal_year,method,metric_id,status,value,unit,currency,issues,input_refs,inputs_hash,market_price,upside_downside,margin_of_safety
ASML,ASML Holding N.V.,2025,current_market_multiples,latest_fy_pe,AVAILABLE,60.46806794821222551636028853,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;final_data_gate:ASML:net_income:2025:0001628280-26-011378:us-gaap:NetIncomeLoss,09a352b23606c17f2c527251e86a62811e9810fa3f0b8fd81a8bbc8d1d7c6caa,,,
ASML,ASML Holding N.V.,2025,current_market_multiples,latest_fy_ev_ebit,AVAILABLE,50.66069267007189904586268574,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;final_data_gate:ASML:operating_income:2025:0001628280-26-011378:us-gaap:OperatingIncomeLoss,d426db324692b1c172b5d8acfad3a962a51c37768944460e1fb10c8a391f0c99,,,
ASML,ASML Holding N.V.,2025,current_market_multiples,latest_fy_ev_ebitda,AVAILABLE,46.44461902781229952032582614,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:ebitda:2025:73847a27d329de9a1cbdad9f04496d7bd54f14a94d72c54da786c23f022b2f32,a08c40fbabc6e89bde9739e0981df55b7bc3fec29db2bc594167d8e15086dec5,,,
ASML,ASML Holding N.V.,2025,current_market_multiples,latest_fy_p_fcf,AVAILABLE,52.41922364130939926178067070,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,a961fd96b50ba6943ba61b8c21f31f30c41f9db2a52a731f8cc77d5aee9cb3ba,,,
ASML,ASML Holding N.V.,2025,current_market_multiples,earnings_yield,AVAILABLE,0.01653765423523120183073424209,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;final_data_gate:ASML:net_income:2025:0001628280-26-011378:us-gaap:NetIncomeLoss,09a352b23606c17f2c527251e86a62811e9810fa3f0b8fd81a8bbc8d1d7c6caa,,,
ASML,ASML Holding N.V.,2025,current_market_multiples,fcf_yield,AVAILABLE,0.01907697082358048881028014238,decimal_ratio,,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,a961fd96b50ba6943ba61b8c21f31f30c41f9db2a52a731f8cc77d5aee9cb3ba,,,
ASML,ASML Holding N.V.,,three_year_median,free_cash_flow,AVAILABLE,9099000000.0,currency,EUR,OUTLIER_REVIEW,calculation_engine:ASML:free_cash_flow:2023:89af9499f45ed2d4d778b13ce271b428d751d98f0e6e89c82c767808584fce13;calculation_engine:ASML:free_cash_flow:2024:4a58ace26233b52e9d4fa773e4cdfc09a76db395e1044b7e7b27f3737384bf02;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,6f3b9469a2229ddd7749a17b6bd8b627a610773d6acdf9da188bbbdd9a3a0193,,,
ASML,ASML Holding N.V.,,three_year_median,net_income,AVAILABLE,7839000000.0,currency,EUR,,final_data_gate:ASML:net_income:2023:0001628280-26-011378:us-gaap:NetIncomeLoss;final_data_gate:ASML:net_income:2024:0001628280-26-011378:us-gaap:NetIncomeLoss;final_data_gate:ASML:net_income:2025:0001628280-26-011378:us-gaap:NetIncomeLoss,b2b5592c669e3f9369810103e7580ddae6fae1c3078fb93c6891a8ca56bb39d5,,,
ASML,ASML Holding N.V.,,equity_dcf,fair_value_per_unit_bear,AVAILABLE,323.2172186653062540712377426,currency_per_listed_unit,USD,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:free_cash_flow:2023:89af9499f45ed2d4d778b13ce271b428d751d98f0e6e89c82c767808584fce13;calculation_engine:ASML:free_cash_flow:2024:4a58ace26233b52e9d4fa773e4cdfc09a76db395e1044b7e7b27f3737384bf02;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,6f7d0bce83e557da2786c1a9fea1d5e6b40d08c99669249ae1e38467fca335fd,1763.7600,-0.8167453515981163797391721421,-4.456887499011573755778211094
ASML,ASML Holding N.V.,,equity_dcf,fair_value_per_unit_base,AVAILABLE,457.4476004093199578215331287,currency_per_listed_unit,USD,,quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;quote:alphavantage_global_quote:ASML:1763.7600:USD:2026-08-21;shares:sec_companyfacts:dei:EntityCommonStockSharesOutstanding:385417665:2025-12-31:2026-02-25;share_basis:ORDINARY_SHARES;listing:phase6a1_listing_review:ASML:NASDAQ:ADR:1:1:1;analysis_as_of:2026-08-23;net_debt:calculation_engine_v1:2025:-8525100000.0:EUR:88f571295b37c48e320c153e6f9407dd8291da903d78c9c96ec62b2f45060fb9;fx:frankfurter:EUR:USD:1.1699:2026-08-21;calculation_engine:ASML:free_cash_flow:2023:89af9499f45ed2d4d778b13ce271b428d751d98f0e6e89c82c767808584fce13;calculation_engine:ASML:free_cash_flow:2024:4a58ace26233b52e9d4fa773e4cdfc09a76db395e1044b7e7b27f3737384bf02;calculation_engine:ASML:free_cash_flow:2025:95ff647b370a70e0e7baf5bd9bcd143960c1b887ad40a7d5238fdc96f60322f5,24cd60b9e9ecc6592acefbed4f902b199d8927887b7f86d3beb9a7d437afa3ad,1763.7600,-0.7406406765039914966766832626,-2.855654720719495680687145223
